director_id,director_gender,film_id
98,male,29946
445,male,25993
411,male,28050
475,male,1052
476,male,47585
477,male,1448
297,male,33828
188,male,24167
86,male,13783
219,male,10401
171,male,32640
478,male,27723
479,male,2360
411,male,28043
480,male,11589
481,male,8420
482,male,2211
483,male,14195
484,female,47434
485,male,39891
486,male,9651
487,male,26865
239,male,10480
488,male,80713
489,male,51179
345,male,170767
198,male,10434
490,male,10687
491,male,6521
492,male,18801
493,male,71
465,male,19204
41,male,47302
494,male,8870
112,female,77434
495,male,11372
496,male,8871
497,male,34045
498,male,10876
499,male,11678
85,male,2669
500,male,92603
87,male,10132
336,male,107
212,male,392
34,male,25520
354,male,21991
501,male,1900
171,male,44853
245,male,9989
502,female,47595
190,male,10499
104,male,12506
166,male,39507
49,male,26964
503,male,71881
504,male,4918
320,male,32054
505,male,14464
47,male,63639
198,male,318
506,male,47588
507,female,10697
508,male,44412
509,male,21620
219,male,48217
510,male,6073
511,male,39180
512,male,2749
277,male,17203
200,male,13889
513,male,6028
514,male,42148
492,male,15598
333,male,56137
515,male,17466
436,male,33676
516,male,38718
517,male,4192
330,male,853
518,male,10877
355,male,5257
320,male,2575
519,male,55
232,female,44379
520,male,15940
521,female,68894
522,male,28308
523,male,9519
21,male,13898
524,male,47643
3,male,10477
157,male,118052
525,male,8076
297,male,4973
526,male,8095
527,male,849
528,female,39266
529,male,46498
148,male,11163
148,male,11035
148,male,11936
89,male,11174
53,male,37691
195,male,824
96,female,29572
530,male,25538
531,male,6498
532,male,9705
533,male,29937
265,male,49922
534,female,38043
535,male,17494
536,male,11826
364,male,9301
366,male,11444
537,male,15564
457,male,40880
538,male,2140
539,female,17612
159,male,34899
38,male,36245
216,male,10728
216,male,5991
87,male,6106
463,male,28430
465,male,28794
526,male,34689
257,male,25690
204,male,10238
281,male,18929
188,male,4789
540,male,18988
541,male,50031
542,male,11713
542,male,12481
543,male,13333
163,male,10540
544,male,9462
545,male,11371
546,male,9517
547,male,25985
548,male,103488
535,male,10868
549,male,9395
183,male,14506
440,male,4281
550,male,17170
551,male,110428
192,male,27362
48,male,10675
388,male,11347
552,male,3543
388,male,70842
46,male,25497
178,male,38560
45,female,47493
154,male,41974
553,male,12582
554,male,10001
290,male,10142
457,male,2210
555,male,116014
177,male,11828
556,male,55699
41,male,4486
557,male,14372
52,male,8216
558,male,4296
559,male,8867
260,male,327
560,male,552
561,male,36095
562,male,33379
552,male,56162
37,male,32261
492,male,18683
358,male,31083
97,female,65015
563,male,24077
136,male,26535
86,male,41784
564,male,27431
281,male,11308
565,male,23239
100,male,19317
566,male,2057
220,female,41951
448,male,44258
35,male,39176
154,male,33214
543,male,19267
350,male,1933
567,male,80070
568,male,9896
569,male,2779
570,female,37920
571,male,13966
572,male,742
573,male,16307
163,male,11370
516,male,44321
206,male,5998
574,male,20857
575,male,2034
576,male,12537
577,male,16180
578,male,21028
579,male,82523
564,male,20115
580,male,25767
580,male,22874
581,male,43860
582,male,12103
218,male,11313
583,male,35066
100,male,13550
584,male,31703
83,male,20681
585,female,570
311,male,1018
586,female,25641
587,male,27396
588,male,45929
589,male,768
590,male,3173
591,male,27092
61,male,11845
75,male,167
592,male,9378
563,male,10034
593,male,67385
458,male,1535
110,male,1433
186,male,50785
594,male,42258
183,male,11834
595,male,27405
186,male,269
58,male,10656
278,male,72277
38,male,5781
192,male,33356
153,male,27145
274,male,43774
596,male,8342
597,male,228
9,male,194
598,male,11889
599,male,9523
600,male,11938
601,male,43143
303,male,35201
187,male,18939
293,male,855
379,female,12660
602,male,5279
603,male,24206
487,male,42987
604,male,27099
605,male,6312
161,male,24166
194,male,18317
606,male,98491
607,male,848
608,male,31603
609,male,11891
610,male,11888
611,male,35263
612,female,112
613,male,125717
400,male,11710
400,male,27378
400,male,57976
614,female,50819
615,male,12659
616,male,35650
617,male,9606
114,male,11447
618,male,13915
619,male,2084
620,male,74692
369,male,4267
369,male,4031
189,male,11594
621,male,19562
622,male,11535
348,male,2441
154,male,931
222,male,14778
576,male,37230
400,male,11698
623,male,42458
624,male,93427
625,male,10052
626,male,13791
227,female,480
627,male,38442
627,male,39387
204,male,614
628,male,2752
259,male,10590
220,female,40723
629,male,29039
630,male,22910
630,male,42517
140,male,40364
140,male,20465
631,male,35810
632,male,43997
90,male,31651
53,male,47869
633,male,33135
457,male,16149
634,male,25628
409,male,22130
635,male,26843
504,male,14807
636,male,8690
455,male,39543
445,male,39578
128,male,3418
111,male,4499
637,male,5851
638,male,25014
639,female,38880
640,male,1391
641,male,11563
642,male,15119
594,male,40072
643,male,2371
644,male,73134
645,male,9275
36,male,29135
646,male,1791
647,male,35651
648,female,62956
649,male,17990
552,male,129542
241,male,35944
368,male,64310
200,male,548
650,male,12149
651,male,35080
577,male,21970
318,male,36093
652,male,10491
653,male,18079
235,female,35337
107,male,16643
654,female,69324
655,male,26030
579,male,42048
656,male,13201
440,male,1815
557,male,32037
153,male,2894
657,male,5425
430,male,38360
658,male,29318
7,male,9026
281,male,42193
485,male,11791
659,male,27834
660,male,15677
661,female,48216
527,male,43532
662,male,7216
663,male,13245
664,male,52258
427,male,43139
420,male,9555
32,male,88818
665,male,30114
666,female,26290
667,male,17043
668,male,6278
669,male,16664
670,male,14651
173,male,20324
671,male,42254
348,male,1364
672,male,8869
673,female,8665
10,male,45861
671,male,10309
400,male,6404
674,male,43915
200,male,3780
568,male,8764
675,male,12308
676,male,9962
171,male,2750
25,male,30586
677,male,27062
678,male,6173
369,male,42337
679,male,11484
680,male,11692
681,female,3640
682,male,8653
239,male,30072
683,male,12771
331,female,60608
636,male,28319
684,male,9544
685,female,23967
464,male,26165
686,male,31514
577,male,79319
350,male,9299
687,female,46466
688,male,33506
689,male,5506
176,male,32961
689,male,32568
690,female,29698
691,male,19460
692,male,575
306,male,9093
297,male,1958
322,male,23550
400,male,68569
403,male,129
693,male,2110
694,male,38866
324,male,4107
695,male,9260
105,male,21828
627,male,37606
696,male,12921
697,male,43438
698,male,15313
92,male,1809
699,male,10994
621,male,40815
128,male,70443
336,male,12779
700,male,15992
701,male,12477
702,male,40064
703,male,40969
704,male,31278
705,male,21294
706,male,11340
636,male,8691
366,male,19123
707,male,10863
278,male,11646
708,male,5062
709,male,16124
79,male,21764
710,male,46364
711,male,35685
671,male,265
592,male,9645
712,male,13440
95,male,12454
310,male,31668
417,female,1360
220,female,14626
673,female,13526
290,male,9280
49,male,16351
713,female,2165
333,male,25037
714,male,24909
715,male,81530
716,male,34341
717,male,53000
718,male,11880
719,male,11629
369,male,48524
720,male,43089
721,male,9317
419,male,12528
421,male,47890
466,male,69014
111,male,64
722,male,5261
723,male,66091
724,male,25284
68,male,7011
209,male,35612
68,male,10880
128,male,32273
725,male,26356
726,female,23990
20,male,37335
727,male,71524
728,male,43279
729,male,29743
13,male,73116
307,male,26639
303,male,39274
730,male,4202
731,male,33504
86,male,21868
732,male,10856
690,female,18602
4,male,3131
733,male,2642
734,male,11022
293,male,19067
403,male,8392
541,male,12232
735,male,11706
736,male,25720
737,male,16938
738,male,21143
739,male,61578
711,male,4561
740,male,4435
741,male,18002
313,male,10599
742,male,13560
508,male,29339
48,male,423
743,male,28679
744,male,12090
745,male,35172
42,male,41209
746,male,10628
747,male,598
748,male,15842
198,male,11222
186,male,8073
749,male,1484
750,male,20813
751,female,44164
279,female,9027
752,male,125945
753,male,21189
754,male,34783
737,male,34374
755,male,35185
756,male,39948
755,male,43028
757,male,24129
486,male,4628
513,male,4193
758,male,210092
111,male,8219
759,male,10150
641,male,16407
465,male,30875
760,male,27380
13,male,52083
378,male,11949
761,male,42134
762,male,42130
763,male,42131
764,male,23942
186,male,32692
193,male,127
765,male,14645
671,male,42135
465,male,30874
198,male,30363
379,female,49409
766,male,48139
767,male,30584
564,male,29702
326,male,48561
308,male,30789
768,male,11057
769,male,9919
246,male,1956
123,male,3426
462,male,2984
35,male,33221
154,male,991
770,male,4911
211,male,11615
771,female,102
228,male,9613
154,male,42035
164,male,21867
772,male,23834
341,male,979
272,female,1591
381,female,24186
112,female,455
270,male,16229
773,female,44081
190,male,4762
244,male,37258
45,female,8996
278,male,12157
153,male,10293
227,female,45129
388,male,66027
774,male,9557
166,male,2525
775,male,57447
776,male,49845
352,male,9341
777,male,16425
200,male,12516
286,male,8409
778,male,21052
779,male,24982
572,male,12093
780,male,11516
781,male,10180
782,male,14237
621,male,26866
783,male,10743
784,male,11458
785,male,20689
786,male,13438
258,male,15394
219,male,22016
239,male,22958
787,male,10989
457,male,42017
403,male,10515
144,male,55616
788,male,10720
789,male,51230
370,male,5146
790,male,12544
286,male,9654
81,male,18385
791,female,1088
201,male,47423
349,male,49798
395,male,59950
792,male,50285
148,male,43361
793,male,6646
794,male,29514
795,male,147729
148,male,47715
796,male,11916
797,male,34759
798,male,26317
799,male,15925
513,male,11463
492,male,18780
517,male,19728
383,male,3009
227,female,41791
800,male,49842
801,male,38765
802,male,29627
803,male,36372
424,male,30529
661,female,18300
804,male,39088
125,male,4708
527,male,35068
805,male,15486
671,male,216
806,male,44736
222,male,18722
200,male,20645
48,male,11482
297,male,302
807,male,46993
808,male,8698
109,male,34840
809,male,35265
250,male,25921
810,male,68927
811,male,12649
812,male,24356
813,male,9104
46,male,47232
814,male,54580
815,male,21512
569,male,21449
20,male,50350
816,male,8094
98,male,9499
817,male,17180
725,male,12491
725,male,24192
188,male,833
818,male,11770
557,male,37227
819,male,48791
820,male,41944
646,male,30970
153,male,54898
427,male,43048
821,male,11898
822,male,26198
333,male,19542
823,male,33521
38,male,4593
10,male,12276
200,male,3782
97,female,2891
824,male,12722
345,male,41806
119,male,38304
190,male,20815
825,female,333
328,male,22200
826,male,9616
827,male,1415
828,female,153
26,female,29507
89,male,38960
98,male,40775
829,male,2687
188,male,74585
228,male,28942
569,male,10739
46,male,12767
66,male,38244
368,male,24488
830,male,20321
171,male,36791
645,male,7288
831,female,10934
764,male,54243
758,male,5653
832,male,321
833,female,20
834,male,5168
228,male,837
835,male,19666
836,male,821
837,male,41834
838,male,1358
839,male,2200
412,male,776
514,male,11703
840,male,10881
819,male,11832
841,male,51300
211,male,8446
564,male,29161
605,male,9501
299,male,49291
183,male,4543
480,male,11046
842,male,25237
843,male,41780
844,male,26850
504,male,70709
845,male,163549
846,male,39916
602,male,29449
154,male,37943
354,male,33633
427,male,13765
847,male,17744
848,male,14282
48,male,11502
849,male,1584
850,male,4997
851,male,8439
852,male,49475
654,female,28200
490,male,10629
97,female,10944
499,male,9839
53,male,1376
853,male,31397
854,male,20312
855,male,18979
856,male,27450
655,male,11657
857,male,10922
858,male,13537
859,male,10719
860,male,1277
861,female,1836
862,male,508
863,male,10715
41,male,11042
864,male,36068
291,male,11012
35,male,40913
865,male,13581
808,male,1702
58,male,19184
646,male,10234
866,male,48035
125,male,5000
866,male,780
867,male,234
868,male,11583
282,male,11002
501,male,2297
268,male,5765
76,male,1643
330,male,10995
111,male,8047
869,female,14904
5,male,9261
725,male,5336
228,male,29437
458,male,14249
572,male,11634
111,male,8222
208,male,11986
186,male,1626
154,male,10166
870,male,3681
400,male,2000
871,male,648
148,male,19120
455,male,4024
48,male,11316
196,male,15927
872,male,40423
148,male,7857
10,male,79
873,male,33302
754,male,46932
403,male,81
152,male,72087
330,male,42238
874,male,18857
198,male,33517
196,male,38953
487,male,74544
875,male,42740
564,male,20126
800,male,827
621,male,17685
228,male,2742
876,male,22010
877,male,3596
136,male,24134
90,male,10511
878,male,616
879,male,3635
679,male,41488
479,male,8696
880,male,47952
194,male,2289
201,male,9620
73,male,10601
881,male,35712
882,male,14844
883,male,31026
884,male,10718
21,male,40427
699,male,25095
885,male,42599
886,male,27465
887,male,24782
888,male,6277
889,male,427
889,male,778
98,male,67794
890,male,73515
148,male,405
730,male,5055
86,male,42040
730,male,29933
891,male,11708
892,male,27329
497,male,11194
574,male,13505
76,male,1278
136,male,91390
893,male,7008
36,male,47802
769,male,16784
894,male,11083
895,male,54045
776,male,43376
594,male,12775
896,male,42852
897,male,8842
648,female,11132
498,male,13572
752,male,30735
898,male,338
899,male,2023
204,male,797
204,male,42602
204,male,47474
900,male,56188
800,male,29084
280,male,43323
98,male,67022
901,male,57744
354,male,11169
612,female,156
177,male,47168
902,male,58995
903,male,16941
904,male,1720
813,male,10544
905,male,14442
551,male,26636
326,male,2587
906,male,3591
169,male,10338
204,male,133919
281,male,38978
907,male,68347
908,male,47201
909,male,86182
910,male,7220
911,male,237
458,male,9509
380,male,11058
245,male,11141
912,male,30125
203,male,652
514,male,8440
119,male,38018
316,male,96461
543,male,9461
318,male,57811
31,male,18329
768,male,4339
687,female,42108
913,male,18513
232,female,238952
856,male,41965
914,male,10347
359,male,18872
204,male,44864
594,male,633
655,male,5511
104,male,10435
25,male,34328
238,male,47108
368,male,25355
915,male,14980
916,male,31965
917,male,5842
280,male,24012
800,male,204
580,male,18209
918,male,44807
919,male,5248
159,male,19552
186,male,2786
186,male,8075
232,female,94771
920,female,68981
470,male,10235
906,male,11533
455,male,2817
202,male,1394
83,male,140207
364,male,781
200,male,3777
921,male,10604
922,male,16876
923,male,14782
786,male,29270
519,male,1926
924,male,33157
320,male,4923
925,male,36741
204,male,11656
585,female,465
926,male,192936
927,male,876
220,female,45044
928,male,29049
316,male,8468
929,male,39043
930,male,21159
197,male,336
931,male,49636
411,male,27636
932,male,222
933,male,25598
200,male,25858
934,male,33357
200,male,30368
200,male,1059
200,male,12493
204,male,42090
204,male,29454
204,male,26372
204,male,29453
204,male,11700
204,male,47735
166,male,41089
1,male,28415
411,male,5481
411,male,5482
411,male,5485
935,male,7090
104,male,5902
936,male,10690
411,male,17921
608,male,13823
260,male,4291
937,male,20718
682,male,113
938,male,12205
564,male,39434
939,male,105130
940,male,43001
941,male,316
291,male,1786
942,male,14258
943,male,16914
438,male,43011
148,male,439
944,male,11417
492,male,38291
945,male,20532
291,male,2546
705,male,22522
455,male,5544
945,male,14696
514,male,51515
412,male,56167
455,male,4781
946,male,38348
199,male,28916
38,male,4497
938,male,39983
238,male,5071
400,male,67217
219,male,11796
891,male,31675
294,male,4507
947,male,4879
200,male,24774
243,female,41779
260,male,870
199,male,25495
136,male,45938
948,male,16391
492,male,42997
196,male,10949
646,male,24190
3,male,16617
260,male,246
561,male,26886
527,male,42122
949,male,59427
349,male,41774
273,male,46976
338,male,42658
204,male,18333
950,male,33441
951,male,47819
366,male,10484
34,male,41799
952,male,13188
37,male,12651
953,male,31146
954,male,37696
948,male,28162
955,male,10204
330,male,1997
956,male,15237
87,male,25783
957,male,8991
958,male,44691
959,male,36947
81,male,14365
531,male,36561
960,male,44494
38,male,29264
961,male,26811
36,male,23522
743,male,30876
962,male,10742
575,male,9477
250,male,2048
963,male,45793
193,male,10754
585,female,39770
487,male,58925
206,male,12206
964,female,26126
776,male,55848
965,male,42525
776,male,15244
966,male,62395
61,male,78208
967,male,42347
169,male,19051
961,male,42469
190,male,119623
968,male,1783
166,male,10910
192,male,17238
969,male,39269
186,male,31522
725,male,47796
200,male,26893
970,male,69035
577,male,22976
971,male,45608
188,male,42801
803,male,86404
427,male,5179
4,male,53198
169,male,4201
972,male,13580
369,male,38505
316,male,41940
135,male,14652
755,male,69526
973,male,14623
395,male,46326
1,male,45522
974,male,44289
841,male,38837
171,male,2577
975,male,52936
976,male,14389
977,male,23601
978,male,40087
647,male,46831
63,male,14797
227,female,11632
193,male,42164
193,male,124
979,male,29979
148,male,12548
167,male,11387
980,male,49069
737,male,31117
981,male,9759
982,male,5137
13,male,11823
585,female,2003
105,male,18804
318,male,1653
983,male,747
244,male,4176
707,male,42215
921,male,47446
38,male,54979
293,male,1492
743,male,8689
984,male,1599
985,male,11045
598,male,26108
314,male,3989
986,male,16358
48,male,11121
987,male,21241
48,male,3053
988,male,28356
989,male,12456
41,male,18499
128,male,41936
990,male,12483
991,male,8849
992,male,4553
95,male,11109
8,male,9391
536,male,10740
319,male,12777
326,male,47959
315,male,11184
993,male,866
994,male,4251
111,male,140
87,male,1966
186,male,26347
10,male,9550
995,male,42668
996,male,44375
997,male,58129
206,male,29267
998,male,57283
470,male,697
999,male,905
1000,male,28189
38,male,626
38,male,5729
412,male,48365
38,male,91
866,male,779
960,male,43904
1001,male,22614
412,male,51949
1002,male,55207
945,male,46069
945,male,45978
866,male,41391
280,male,22638
196,male,14320
188,male,43469
199,male,43461
655,male,15390
38,male,800
200,male,32690
1003,male,41464
945,male,43364
176,male,24381
945,male,35861
412,male,45213
383,male,44026
455,male,803
456,male,33319
943,male,44134
558,male,22334
492,male,44559
756,male,30637
412,male,43101
456,male,31427
776,male,690
200,male,31589
1004,male,50474
947,male,750
1005,male,64568
281,male,16103
186,male,52705
1006,male,39222
947,male,751
1007,male,15421
1008,male,3763
1009,male,17295
1010,male,16850
244,male,24395
558,male,36583
303,male,3482
202,male,895
776,male,20108
755,male,29710
1011,male,789
1012,male,45706
797,male,135
1012,male,17905
889,male,10227
580,male,5767
1013,male,20873
186,male,50789
924,male,29266
909,male,36446
1014,male,49397
900,male,40430
153,male,48831
516,male,21323
1015,male,105627
200,male,33205
153,male,2860
1016,male,31304
154,male,26606
1017,male,42528
388,male,31767
487,male,36194
421,male,38646
889,male,11378
727,male,760
215,male,86889
1018,male,59189
587,male,28498
1019,male,21964
594,male,21035
278,male,62761
38,male,5558
516,male,36665
580,male,37627
377,male,29859
475,male,9652
201,male,38099
76,male,3870
153,male,48205
516,male,46978
635,male,26842
841,male,73100
212,male,14336
455,male,54140
163,male,11935
201,male,13514
409,male,29107
369,male,38438
442,male,25264
76,male,30636
1020,male,64353
1021,male,86295
870,male,23615
1022,male,17435
94,male,11948
743,male,29173
186,male,32689
1023,male,21356
1024,female,42115
456,male,42116
594,male,29140
1025,male,11609
1026,male,9041
870,male,13189
79,male,30278
1027,male,46088
157,male,19596
49,male,108241
153,male,27102
111,male,8221
599,male,54407
709,male,10176
128,male,14670
148,male,42021
202,male,24657
267,male,21733
111,male,4043
1028,male,2172
1029,male,60631
400,male,11513
187,male,18917
